Customer_ID,Customer_Name,Gender,Age,City,Segment,Store_Location,Product_ID,Product_Name,Category,Price,Quantity,Total,Payment_Method,Day,Date,Customer_Cluster
C194,Isha,0,-0.28986731355666223,4,1,0,P789,Stationery_Item_4,5,-0.27301192852370665,-0.7265347834476883,-0.5718834590393624,3,5,2025-09-16,1
C167,Aarav,1,-1.5091633604859753,3,1,3,P674,Snacks_Item_27,4,-1.5099660009432239,-0.017720360571894776,-1.0743270756928311,0,2,2025-10-11,2
C179,Sneha,0,0.5229967177295465,3,2,1,P932,Grocery_Item_43,2,1.3223776989719207,1.3999084851796924,2.385309199760955,2,4,2025-10-09,0
C122,Riya,0,0.7668559271154091,1,2,3,P303,Electronics_Item_29,1,0.0959658487605243,-0.017720360571894776,0.051245143967145274,0,4,2025-10-16,1
C136,Mahima,1,-0.452440119813904,0,1,0,P983,Personal Care_Item_45,3,-1.6821556303425316,-0.017720360571894776,-1.1950120620458702,0,3,2025-09-21,2
C198,Isha,0,1.4171471521443761,2,1,3,P408,Electronics_Item_45,1,1.487539180232481,1.3999084851796924,2.578240980665473,2,0,2025-09-26,0
C198,Riya,1,-1.3465905542287335,1,1,3,P656,Snacks_Item_21,4,1.6281021430074263,-1.4353492063234818,-0.4922477877723911,3,0,2025-10-03,1
C195,Neha,1,-0.28986731355666223,1,0,2,P782,Beverages_Item_6,0,-0.9160874832190806,-0.017720360571894776,-0.6580870207201046,1,3,2025-10-26,2
C152,Aarav,0,-0.1272945072994205,1,1,1,P805,Grocery_Item_27,2,-0.8809467425253443,-0.7265347834476883,-0.855944719434951,3,5,2025-10-21,1
C118,Karan,0,1.4171471521443761,2,2,2,P452,Grocery_Item_45,2,-1.5415926675675866,0.6910940623038988,-1.0283518427964353,3,4,2025-09-18,2
C166,Aarav,0,-1.3465905542287335,5,1,0,P227,Snacks_Item_22,4,-0.25895563224621215,0.6910940623038988,0.1702881577167416,2,2,2025-10-11,2
C118,Mahima,1,1.4984335552729968,4,2,3,P964,Electronics_Item_3,1,1.2099273287519645,-0.017720360571894776,0.832003116904153,0,3,2025-09-21,0
C128,Vikram,0,1.6610063615302386,5,0,1,P391,Grocery_Item_15,2,1.6140458467299317,-0.7265347834476883,0.3098558290093718,3,1,2025-10-20,1
C132,Aarav,1,1.0920015396298925,5,0,1,P576,Electronics_Item_46,1,0.8409495514677335,-1.4353492063234818,-0.6761487193579744,1,6,2025-10-22,1
C145,Sneha,0,0.7668559271154091,2,0,3,P152,Stationery_Item_24,5,-1.4291422973476304,-0.017720360571894776,-1.0176790208740576,2,0,2025-10-31,2
C104,Riya,1,-1.5904497636145962,2,1,3,P390,Stationery_Item_24,5,-1.6294445193019271,-0.7265347834476883,-1.2056848839682477,3,4,2025-11-06,2
C103,Vikram,0,0.11656470208644212,4,0,0,P218,Snacks_Item_23,4,-0.213272669344355,-0.7265347834476883,-0.5439699247808364,0,3,2025-09-28,1
C196,Mahima,1,-1.3465905542287335,2,0,3,P934,Personal Care_Item_40,3,-1.0285378534390368,-0.017720360571894776,-0.7369017056853546,0,6,2025-10-29,2
C116,Neha,1,0.03527829895782125,4,0,0,P622,Grocery_Item_2,2,0.7601258478721401,-0.7265347834476883,-0.08914351362720627,1,2,2025-10-04,1
C174,Karan,0,0.84814233024403,1,1,0,P647,Snacks_Item_22,4,-0.3397793358418056,1.3999084851796924,0.44367659618995253,2,2,2025-10-04,2
C189,Arjun,1,0.6855695239867882,0,2,3,P117,Personal Care_Item_18,3,-1.0531363719246523,0.6910940623038988,-0.5718834590393624,3,4,2025-10-16,2
C196,Arjun,1,-0.6962993291997666,1,2,3,P123,Snacks_Item_34,4,1.5859332541749427,-0.017720360571894776,1.0955397197567076,1,3,2025-10-19,0
C180,Karan,1,1.4984335552729968,2,2,2,P474,Electronics_Item_8,1,1.6772991799786572,-0.017720360571894776,1.1595766512909733,2,5,2025-09-30,0
C181,Neha,1,0.197851105215063,2,1,2,P623,Electronics_Item_10,1,0.7952665885658764,-0.7265347834476883,-0.07272378759277918,1,3,2025-10-26,1
C122,Karan,0,-1.6717361667432171,4,2,1,P729,Beverages_Item_31,0,0.5035984408078652,1.3999084851796924,1.4288601582555773,3,4,2025-10-23,0
C134,Aarav,0,-1.4278769573573544,5,1,2,P237,Beverages_Item_13,0,0.46142955197538166,-0.7265347834476883,-0.22871118491983644,3,5,2025-09-16,1
C162,Vikram,1,-0.28986731355666223,3,0,0,P183,Stationery_Item_26,5,-0.241385261899344,-0.017720360571894776,-0.1851989109286047,3,2,2025-09-13,2
C105,Riya,0,0.11656470208644212,1,0,1,P776,Snacks_Item_44,4,-0.20273044713623412,0.6910940623038988,0.22283128102690827,0,1,2025-11-03,2
C167,Neha,1,-1.6717361667432171,1,2,0,P915,Beverages_Item_10,0,-1.2393822976014546,1.3999084851796924,-0.6071858700133806,0,3,2025-11-02,2
C170,Karan,1,1.6610063615302386,1,0,3,P607,Beverages_Item_2,0,-0.5189971133798607,-0.017720360571894776,-0.3797726644365656,1,4,2025-10-23,2
C143,Mahima,0,1.2545743458871343,1,2,2,P200,Beverages_Item_1,0,-0.8036371129991245,0.6910940623038988,-0.3387233493504979,2,0,2025-10-03,2
C154,Riya,0,-0.9401585385856291,1,1,3,P832,Beverages_Item_40,0,-0.82823563148474,-0.7265347834476883,-0.8313151303833103,2,0,2025-09-12,1
C132,Raj,1,1.2545743458871343,3,1,3,P680,Personal Care_Item_37,3,0.9393436254101951,0.6910940623038988,1.2901134732646684,0,3,2025-10-12,0
C175,Arjun,0,0.84814233024403,0,0,2,P621,Snacks_Item_50,4,-0.6876726687097948,-0.017720360571894776,-0.49799469188444057,3,4,2025-10-30,2
C139,Mahima,1,-1.3465905542287335,0,2,0,P647,Stationery_Item_6,5,0.8866325143695907,1.3999084851796924,1.8762976926937152,1,5,2025-09-30,0
C153,Neha,1,-1.5091633604859753,2,0,1,P542,Electronics_Item_27,1,0.2681554781598321,-0.7265347834476883,-0.3190196781091854,2,4,2025-09-25,1
C180,Aarav,0,0.6855695239867882,4,1,0,P265,Stationery_Item_12,5,-0.03756896587567357,0.6910940623038988,0.3771767057505228,3,2,2025-09-13,0
C188,Isha,1,-0.5337265229425249,4,1,2,P231,Beverages_Item_34,0,-0.8774326684559708,-0.017720360571894776,-0.6309944727632999,3,5,2025-09-23,2
C146,Mahima,0,-1.1840177479714917,3,1,1,P348,Grocery_Item_42,2,-0.8809467425253443,0.6910940623038988,-0.41097014390197706,0,5,2025-10-07,2
C196,Riya,1,-0.8588721354570084,2,2,3,P157,Personal Care_Item_49,3,-1.309663778988927,-0.7265347834476883,-1.0562653770549613,0,2,2025-10-04,2
C151,Isha,1,0.27913750834368384,2,0,2,P502,Beverages_Item_40,0,1.6737851059092834,1.3999084851796924,2.795802350621632,1,4,2025-10-09,0
C104,Isha,0,-1.5091633604859753,0,0,0,P971,Stationery_Item_41,5,-1.460768963971993,1.3999084851796924,-0.8657965550556072,2,2,2025-10-18,2
C145,Aarav,0,-0.6962993291997666,5,2,0,P108,Grocery_Item_23,2,-0.3608637802580474,1.3999084851796924,0.4190470071383119,3,6,2025-09-17,2
C138,Arjun,1,0.9294287333726509,2,2,2,P959,Electronics_Item_24,1,-0.22030081748310223,-1.4353492063234818,-0.9240865824778233,2,0,2025-10-31,1
C131,Isha,0,-0.04600810417079962,2,2,1,P579,Snacks_Item_6,4,-0.11136452133251977,-1.4353492063234818,-0.8986360071244613,3,0,2025-09-19,1
C102,Mahima,1,-0.28986731355666223,4,1,0,P227,Stationery_Item_49,5,1.5613347356893272,1.3999084851796924,2.664444542346215,1,4,2025-10-23,0
C118,Arjun,0,-0.6150129260711457,5,2,0,P907,Stationery_Item_25,5,0.5281969592934807,1.3999084851796924,1.4575946788158247,2,1,2025-11-03,0
C104,Karan,1,-0.7775857323283875,4,0,1,P341,Grocery_Item_34,2,0.07839547841365617,0.6910940623038988,0.48554689757774155,0,2,2025-10-18,0
C112,Neha,0,0.197851105215063,2,2,1,P314,Electronics_Item_28,1,0.43683103348976626,-0.7265347834476883,-0.2402049931439354,2,4,2025-09-11,1
C168,Riya,0,-0.8588721354570084,4,1,1,P475,Grocery_Item_23,2,1.5753910319668218,-1.4353492063234818,-0.5045625822982114,2,6,2025-09-24,1
C182,Arjun,1,1.0920015396298925,4,2,2,P397,Snacks_Item_36,4,-1.4396845195557513,-0.017720360571894776,-1.02506789758955,0,1,2025-09-15,2
C115,Riya,1,-0.452440119813904,3,1,1,P464,Stationery_Item_40,5,0.07136733027490891,-0.7265347834476883,-0.41097014390197706,1,0,2025-09-19,1
C187,Mahima,1,1.6610063615302386,3,1,2,P958,Stationery_Item_21,5,1.413743624775635,-0.017720360571894776,0.9748547334036686,1,4,2025-10-16,0
C153,Karan,1,-0.5337265229425249,3,1,0,P360,Stationery_Item_45,5,0.8163510329821181,0.6910940623038988,1.1751753910236789,1,4,2025-10-02,0
C100,Raj,0,1.5797199584016177,4,1,0,P745,Snacks_Item_24,4,-0.9196015572884543,-0.7265347834476883,-0.8740064180728208,1,5,2025-10-21,1
C146,Aarav,1,0.03527829895782125,3,1,1,P366,Electronics_Item_33,1,1.392659180359393,-0.7265347834476883,0.20641155499248118,3,3,2025-09-14,1
C145,Sneha,1,-1.0214449417142502,5,0,3,P341,Stationery_Item_8,5,-0.5330534096573551,-0.017720360571894776,-0.3896245000572218,0,0,2025-09-19,2
C197,Arjun,0,-1.7530225698718378,5,2,1,P316,Electronics_Item_10,1,-0.7755245204441356,-0.017720360571894776,-0.5595686645135421,3,1,2025-09-15,2
C121,Vikram,1,-1.5091633604859753,4,2,2,P957,Snacks_Item_5,4,-0.3397793358418056,0.6910940623038988,0.09475741795837704,3,1,2025-11-10,2
C163,Neha,0,-0.7775857323283875,2,2,2,P456,Stationery_Item_47,5,-0.7720104463747619,-0.017720360571894776,-0.557105705608378,2,6,2025-09-24,2
C121,Aarav,0,-0.452440119813904,3,0,0,P210,Personal Care_Item_49,3,0.8198651070514917,-1.4353492063234818,-0.6810746371683025,0,4,2025-09-25,1
C123,Arjun,1,-1.2653041511001126,5,2,0,P966,Snacks_Item_8,4,0.2576132559517112,1.3999084851796924,1.1415149526531034,3,0,2025-10-24,0
C119,Karan,0,-1.5091633604859753,0,2,3,P457,Beverages_Item_7,0,-1.4572548899026194,-1.4353492063234818,-1.2130737606837398,1,4,2025-09-18,1
C142,Aarav,0,1.5797199584016177,0,1,0,P122,Personal Care_Item_7,3,-0.44520155792301447,-0.017720360571894776,-0.3280505274281203,1,4,2025-10-09,2
C190,Raj,1,-1.1027313448428708,5,1,1,P942,Stationery_Item_44,5,-1.3307482234051689,-0.017720360571894776,-0.948716171529464,2,5,2025-09-30,2
C172,Riya,0,0.84814233024403,0,2,1,P346,Stationery_Item_17,5,-0.3151808173561902,-0.7265347834476883,-0.5915871302806749,3,6,2025-09-24,1
C105,Arjun,0,0.36042391147230474,1,2,1,P982,Stationery_Item_8,5,-0.5576519281429706,-1.4353492063234818,-1.0029012674430733,1,4,2025-10-23,1
C183,Isha,0,-0.3711537166852831,0,0,0,P924,Grocery_Item_20,2,-1.3694030381682787,1.3999084851796924,-0.7590683358318312,2,4,2025-10-02,2
C144,Vikram,0,-0.6962993291997666,4,2,2,P186,Beverages_Item_23,0,1.0763925141157666,-0.7265347834476883,0.05863402068263746,3,4,2025-09-25,1
C199,Sneha,1,0.6042831208581674,4,1,2,P758,Stationery_Item_1,5,-1.632958593371301,-0.7265347834476883,-1.2073268565716904,0,6,2025-10-08,2
C111,Aarav,0,-0.04600810417079962,1,2,0,P170,Beverages_Item_16,0,0.3032962188535684,-0.7265347834476883,-0.3025999520747583,1,3,2025-10-26,1
C115,Vikram,0,0.7668559271154091,2,2,0,P468,Snacks_Item_30,4,-0.20975859527498136,-0.017720360571894776,-0.16303228078212811,1,5,2025-11-04,2
C172,Karan,1,0.5229967177295465,2,0,2,P846,Stationery_Item_44,5,0.514140663015986,1.3999084851796924,1.4411749527813977,1,0,2025-09-19,0
C182,Raj,1,0.7668559271154091,2,2,3,P915,Snacks_Item_46,4,0.2927539966454475,1.3999084851796924,1.1825642677391712,0,1,2025-09-15,0
C191,Sneha,0,-0.20858091042804136,0,0,1,P351,Snacks_Item_17,4,1.055308069699525,1.3999084851796924,2.07333440510684,3,1,2025-09-29,0
C199,Raj,0,-0.9401585385856291,3,2,3,P425,Personal Care_Item_40,3,-1.5029378528044766,0.6910940623038988,-0.9922284455206957,3,2,2025-10-04,2
C104,Raj,1,-0.1272945072994205,4,0,3,P944,Electronics_Item_6,1,-0.1394771138875088,0.6910940623038988,0.28194229475084576,3,0,2025-10-03,2
C136,Neha,0,-0.452440119813904,0,1,3,P837,Stationery_Item_35,5,-1.4115719270007623,-1.4353492063234818,-1.2024009387613623,3,3,2025-10-12,1
C183,Arjun,0,-0.9401585385856291,2,1,2,P138,Beverages_Item_49,0,1.5613347356893272,-0.017720360571894776,1.0782990074205592,2,5,2025-10-07,0
C144,Neha,1,-0.20858091042804136,1,1,2,P399,Personal Care_Item_1,3,-1.706754148828147,-0.017720360571894776,-1.2122527743820186,1,6,2025-09-17,2
C154,Aarav,1,0.9294287333726509,5,1,3,P550,Stationery_Item_30,5,1.2274976990988327,0.6910940623038988,1.5593969802292726,1,6,2025-09-24,0
C195,Aarav,1,1.5797199584016177,5,1,1,P690,Beverages_Item_7,0,-1.0039393349534214,-1.4353492063234818,-1.1071665277616853,3,4,2025-11-06,1
C192,Raj,1,1.4984335552729968,4,2,3,P805,Electronics_Item_25,1,-0.8106652611378719,-0.017720360571894776,-0.5841982535651827,0,5,2025-10-28,2
C144,Neha,0,0.7668559271154091,3,1,0,P356,Personal Care_Item_25,3,1.1045051066707556,-1.4353492063234818,-0.6145747467288728,2,2,2025-09-27,1
C161,Sneha,0,-1.1840177479714917,4,2,2,P913,Beverages_Item_46,0,1.055308069699525,-0.7265347834476883,0.04878218506198122,3,4,2025-11-06,1
C157,Mahima,1,1.4984335552729968,3,0,1,P895,Personal Care_Item_32,3,1.6737851059092834,-1.4353492063234818,-0.48157496585001347,2,6,2025-10-08,1
C151,Karan,0,0.27913750834368384,5,1,1,P657,Stationery_Item_12,5,-1.0320519275084103,1.3999084851796924,-0.36499491100558124,0,5,2025-11-04,2
C112,Isha,0,-0.28986731355666223,4,0,0,P495,Snacks_Item_24,4,0.9955688105201732,0.6910940623038988,1.3426565965748352,0,5,2025-10-07,0
C106,Isha,0,0.6042831208581674,5,0,0,P210,Snacks_Item_45,4,-1.5521348897757075,-0.7265347834476883,-1.1695614866925081,2,4,2025-10-30,2
C173,Neha,0,0.4417103146009256,5,0,3,P178,Personal Care_Item_9,3,-0.009456373320684542,1.3999084851796924,0.829540157998989,3,2,2025-10-04,0
C134,Sneha,1,-0.5337265229425249,5,1,0,P524,Beverages_Item_44,0,0.018656219234304484,-0.7265347834476883,-0.43559973295361765,3,5,2025-09-16,1
C117,Sneha,0,-0.20858091042804136,4,0,2,P606,Beverages_Item_4,0,0.40169029279602997,-1.4353492063234818,-0.7787720070731436,2,3,2025-11-02,1
C100,Mahima,0,1.2545743458871343,1,2,1,P967,Personal Care_Item_38,3,-0.43465933571489357,-0.7265347834476883,-0.647414198797727,2,6,2025-10-08,1
C102,Isha,1,-1.4278769573573544,1,1,0,P405,Personal Care_Item_47,3,0.6441614035828104,-1.4353492063234818,-0.7221239522543702,3,1,2025-10-13,1
C162,Sneha,0,-0.04600810417079962,2,1,1,P459,Personal Care_Item_3,3,-0.6736163724323003,-1.4353492063234818,-1.029993815399878,1,0,2025-10-03,1
C102,Riya,1,1.0107151365012716,0,2,2,P435,Stationery_Item_9,5,1.3540043655962832,-1.4353492063234818,-0.5562847193066567,2,1,2025-09-29,1
C145,Neha,1,-1.5904497636145962,4,0,0,P656,Electronics_Item_15,1,0.4438591816285135,-0.017720360571894776,0.29507807557838744,2,0,2025-10-17,0
C135,Isha,0,0.9294287333726509,3,2,0,P790,Electronics_Item_11,1,-0.26949785445433305,-0.017720360571894776,-0.2049025821699172,1,3,2025-10-26,2
C102,Vikram,1,0.6855695239867882,3,0,3,P372,Personal Care_Item_10,3,0.13813473759300784,-0.017720360571894776,0.08080065082911402,2,0,2025-11-07,1
C117,Mahima,1,1.1732879427585134,5,0,2,P974,Electronics_Item_36,1,0.7355273293865247,1.3999084851796924,1.699785637823624,2,4,2025-10-30,0
C183,Raj,1,-1.7530225698718378,2,1,3,P526,Grocery_Item_47,2,-1.6680993340650372,-1.4353492063234818,-1.2623329387870212,2,2,2025-10-25,1
C113,Sneha,0,0.197851105215063,4,0,0,P701,Electronics_Item_42,1,0.16273325607862324,-0.7265347834476883,-0.36827885621246664,1,4,2025-09-11,1
C106,Vikram,1,-1.0214449417142502,2,1,1,P335,Personal Care_Item_48,3,-1.5943037786081908,-0.7265347834476883,-1.1892651579338207,1,1,2025-09-22,2
C133,Sneha,0,-1.1840177479714917,0,1,0,P873,Personal Care_Item_34,3,-0.526025261518608,-0.017720360571894776,-0.38469858224689374,3,6,2025-10-01,2
C141,Mahima,0,-0.1272945072994205,2,1,2,P220,Beverages_Item_8,0,-0.5084548911717398,1.3999084851796924,0.24663988377682755,3,1,2025-10-27,2
C124,Isha,0,-1.3465905542287335,2,2,1,P798,Snacks_Item_22,4,-0.33275118770305834,-0.017720360571894776,-0.2492358424628703,0,4,2025-10-16,2
C138,Riya,0,1.1732879427585134,2,2,1,P174,Snacks_Item_40,4,-0.638475631738564,1.3999084851796924,0.09475741795837704,3,2,2025-09-20,2
C104,Sneha,0,0.03527829895782125,5,2,3,P321,Grocery_Item_33,2,0.703900662762162,-0.7265347834476883,-0.11541507528228959,2,0,2025-09-12,1
C176,Aarav,1,-0.7775857323283875,2,0,2,P375,Snacks_Item_5,4,1.564848809758701,-0.017720360571894776,1.0807619663257233,3,0,2025-11-07,0
C100,Karan,1,-0.1272945072994205,1,2,2,P889,Snacks_Item_47,4,-0.5365674837267288,0.6910940623038988,-0.08914351362720627,2,0,2025-09-19,2
C135,Mahima,0,-1.0214449417142502,0,1,0,P377,Electronics_Item_50,1,0.48251399639162346,-0.017720360571894776,0.3221706235351921,1,4,2025-11-06,0
C139,Aarav,1,1.6610063615302386,2,0,1,P498,Stationery_Item_13,5,-0.4135748912986518,-1.4353492063234818,-0.9692408290724978,2,0,2025-10-10,1
C146,Isha,0,0.4417103146009256,4,1,0,P932,Snacks_Item_45,4,-1.320206001197048,0.6910940623038988,-0.8214632947626541,3,4,2025-09-25,2
C130,Sneha,1,-0.5337265229425249,4,2,1,P926,Grocery_Item_12,2,1.3540043655962832,-0.7265347834476883,0.1883498563546114,2,4,2025-10-02,1
C191,Karan,0,1.0920015396298925,0,0,1,P268,Beverages_Item_20,0,-0.24841341003809128,0.6910940623038988,0.18013999333739786,2,1,2025-09-29,2
C152,Raj,0,-0.04600810417079962,1,2,3,P857,Stationery_Item_32,5,-0.5506237800042233,-0.017720360571894776,-0.4019392945830422,2,2,2025-09-13,2
C115,Sneha,1,0.84814233024403,0,0,3,P501,Beverages_Item_18,0,-0.2870682248012012,-0.7265347834476883,-0.5784513494531333,3,2,2025-09-20,1
C144,Arjun,1,0.6042831208581674,3,0,0,P390,Snacks_Item_36,4,-1.1445022977283665,-1.4353492063234818,-1.1400059798305395,1,6,2025-10-01,1
C165,Riya,1,-0.452440119813904,5,1,2,P848,Stationery_Item_31,5,1.262638439792569,-1.4353492063234818,-0.5776303631514119,2,6,2025-09-17,1
C132,Raj,0,-0.28986731355666223,0,2,2,P389,Beverages_Item_12,0,-0.8668904462478498,-0.7265347834476883,-0.8493768290211801,1,0,2025-10-10,1
C187,Arjun,0,-0.6962993291997666,0,0,1,P153,Beverages_Item_6,0,-0.7192993353341575,0.6910940623038988,-0.2599086643852479,3,2,2025-11-08,2
C112,Riya,1,-1.5091633604859753,4,2,0,P387,Beverages_Item_13,0,1.1326176992257446,-0.017720360571894776,0.7778180209905436,2,4,2025-09-25,0
C132,Raj,1,0.6042831208581674,0,2,2,P692,Beverages_Item_15,0,0.6687599220684257,1.3999084851796924,1.6217919391600955,2,5,2025-10-28,0
C197,Aarav,1,0.84814233024403,1,1,1,P459,Grocery_Item_15,2,1.6456725133542944,-0.017720360571894776,1.1374100211444966,2,0,2025-10-24,0
C169,Arjun,1,1.3358607490157552,5,0,0,P818,Personal Care_Item_40,3,0.9147451069245797,1.3999084851796924,1.9091371447625693,1,5,2025-10-07,0
C166,Aarav,0,-0.28986731355666223,1,0,1,P651,Grocery_Item_29,2,-1.604846000816312,-1.4353492063234818,-1.2475551853560367,0,6,2025-10-22,1
C131,Riya,1,-1.1840177479714917,1,0,1,P322,Snacks_Item_38,4,0.1803036264254914,-0.017720360571894776,0.11035615769108277,1,4,2025-11-06,1
C123,Vikram,0,-0.5337265229425249,2,0,3,P865,Snacks_Item_6,4,0.6371332554440631,1.3999084851796924,1.5848475555826347,1,1,2025-09-22,0
C187,Vikram,0,1.5797199584016177,3,1,1,P245,Personal Care_Item_42,3,-1.119903779242751,1.3999084851796924,-0.4676181987207505,1,2,2025-11-01,2
C177,Neha,0,-0.6150129260711457,5,0,3,P291,Snacks_Item_44,4,0.7144428849702829,0.6910940623038988,1.0799409800240019,1,3,2025-10-12,0
C122,Raj,1,-0.452440119813904,0,1,3,P442,Grocery_Item_28,2,-0.35383563211930014,-1.4353492063234818,-0.9552840619432348,0,0,2025-10-17,1
C126,Mahima,0,0.7668559271154091,0,1,0,P110,Personal Care_Item_16,3,1.2028991806132172,-1.4353492063234818,-0.5915871302806749,0,4,2025-10-23,1
C176,Vikram,1,0.84814233024403,0,2,1,P891,Electronics_Item_2,1,0.48251399639162346,0.6910940623038988,0.8632005963695644,0,0,2025-10-24,0
C169,Neha,1,0.9294287333726509,0,0,3,P616,Grocery_Item_11,2,-0.2905822988705748,-0.7265347834476883,-0.5800933220565759,2,1,2025-11-10,1
C176,Karan,1,0.7668559271154091,1,0,1,P736,Personal Care_Item_39,3,-1.4186000751395096,-0.7265347834476883,-1.1071665277616853,3,3,2025-09-14,2
C177,Arjun,0,-0.8588721354570084,1,0,0,P758,Grocery_Item_25,2,0.2189584411886013,0.6910940623038988,0.6169047058531582,1,2,2025-11-01,0
C196,Riya,1,1.0920015396298925,2,1,0,P137,Beverages_Item_23,0,-1.6364726674406744,1.3999084851796924,-1.0710431304859458,1,3,2025-11-09,2
C103,Neha,1,0.4417103146009256,5,0,2,P272,Beverages_Item_42,0,-0.7087571131260366,0.6910940623038988,-0.2500568287645917,1,6,2025-10-22,2
C176,Aarav,0,-1.3465905542287335,4,2,2,P878,Snacks_Item_19,4,1.543764365342459,-0.7265347834476883,0.2770163769405176,3,6,2025-11-05,1
C182,Aarav,0,0.7668559271154091,1,1,0,P342,Personal Care_Item_42,3,-1.1796430384221028,-0.7265347834476883,-0.9955123907275811,2,5,2025-10-21,2
C116,Arjun,1,-1.2653041511001126,2,1,1,P141,Beverages_Item_11,0,-0.43465933571489357,-0.017720360571894776,-0.3206616507126281,0,6,2025-10-15,2
C114,Karan,0,0.84814233024403,4,2,3,P256,Grocery_Item_27,2,-0.4979126689636189,1.3999084851796924,0.25895467830264784,3,4,2025-10-16,2
C155,Aarav,1,0.4417103146009256,3,2,0,P596,Personal Care_Item_1,3,1.4277999210531294,0.6910940623038988,1.746581857021741,3,1,2025-10-20,0
C109,Raj,0,-0.9401585385856291,1,0,3,P801,Beverages_Item_40,0,-0.16056155830375057,-0.017720360571894776,-0.12855085610983125,3,5,2025-09-30,2
C131,Aarav,0,1.3358607490157552,1,0,0,P831,Beverages_Item_42,0,-0.6033348910448277,-0.7265347834476883,-0.726228883762977,1,4,2025-09-11,1
C127,Karan,1,0.7668559271154091,3,1,2,P108,Electronics_Item_10,1,0.21544436711922768,1.3999084851796924,1.0922557745498223,3,6,2025-10-22,0
C140,Arjun,1,0.7668559271154091,5,1,0,P414,Personal Care_Item_14,3,-0.705243039056663,0.6910940623038988,-0.24677288355770624,2,6,2025-09-24,2
C149,Vikram,1,1.4171471521443761,4,2,2,P798,Stationery_Item_48,5,-0.5787363725592123,-0.7265347834476883,-0.714735075538878,2,3,2025-10-26,1
C181,Mahima,1,-0.452440119813904,5,0,3,P865,Personal Care_Item_34,3,-1.197213408768971,-0.7265347834476883,-1.0037222537447947,2,1,2025-09-29,2
C191,Arjun,1,1.4984335552729968,0,1,3,P601,Stationery_Item_24,5,-0.7403837797503993,-1.4353492063234818,-1.0455925551325838,1,0,2025-10-03,1
C177,Karan,0,0.11656470208644212,2,1,2,P703,Grocery_Item_39,2,0.9428576994795688,-0.017720360571894776,0.6448182401116842,2,3,2025-10-19,0
